ParticipantID,Employee_AvgDuration,Employee_StdDuration,Employee_MedianDuration,Employee_SuccessRate,Employee_AvgErrors,Employee_AvgReliability
P036,20.522222222222222,11.134671202050727,25.016666666666666,1.0,0.2222222222222222,87.14444444444445
P037,23.611111111111114,8.150005680525172,23.6,0.3333333333333333,2.0,92.06666666666666
P038,23.129166666666666,5.436287114620843,25.116666666666667,1.0,0.0,92.525
P039,23.23095238095238,12.133674554769392,23.583333333333332,0.8571428571428571,0.2857142857142857,93.57142857142857
P040,34.827777777777776,26.89117127595212,20.783333333333335,1.0,0.0,93.53333333333335
P041,12.466666666666667,10.441610135521353,12.466666666666667,1.0,0.5,85.5
P042,18.25,15.60348963818315,18.25,1.0,1.0,93.9
P043,29.983333333333334,12.302024825808749,26.633333333333333,1.0,0.0,94.725
P044,34.30833333333334,15.634349054897372,37.85,1.0,0.25,87.65
P045,17.228571428571428,2.8688091845861994,16.166666666666668,1.0,0.2857142857142857,88.98571428571428
P046,35.4375,25.466609856684745,36.1,1.0,0.25,92.375
P047,24.245833333333334,11.420484965703157,21.375,0.75,0.25,85.9
P048,36.18,3.788201713507642,36.75,0.8,0.6,84.7
P049,25.5,,25.5,1.0,0.0,100.0
P050,28.820833333333333,5.2714355167646145,29.708333333333336,1.0,0.0,92.125
P051,15.166666666666668,4.784755886028972,15.166666666666668,1.0,0.0,81.95
P052,28.343333333333334,15.516535087161408,29.483333333333334,0.8,0.2,90.97999999999999
P053,22.494444444444444,11.49983494245477,16.766666666666666,0.6666666666666666,0.6666666666666666,89.7
P054,17.803333333333335,4.7951567000232425,16.65,1.0,0.2,87.94000000000001
P055,50.3,,50.3,1.0,0.0,84.5
P056,40.93888888888889,11.450768209713816,35.083333333333336,0.0,1.3333333333333333,91.89999999999999
P057,36.513333333333335,16.598123220546487,35.9,1.0,0.0,93.08
P058,27.57777777777778,20.885463667167954,17.033333333333335,0.6666666666666666,0.6666666666666666,87.5
P059,44.50833333333333,2.180245908658518,44.50833333333333,1.0,0.0,96.55
P060,28.155555555555555,14.103374957264137,24.25,0.8333333333333334,0.3333333333333333,91.43333333333334
P061,36.458333333333336,28.64960975107495,36.458333333333336,1.0,0.0,91.65
P062,16.533333333333335,22.391714737574006,16.533333333333335,1.0,0.0,93.15
P063,23.477777777777778,6.545022140131752,19.85,1.0,0.0,88.53333333333335
P064,22.058333333333334,8.411615646103773,19.766666666666666,0.75,0.75,91.3
P065,43.96111111111111,33.904974779740144,34.233333333333334,1.0,0.0,87.10000000000001
P066,11.416666666666668,4.1012193308819755,11.416666666666668,1.0,0.0,96.1
P067,20.099999999999998,9.198792191248684,23.766666666666666,1.0,0.3333333333333333,86.66666666666667
P068,27.98333333333333,10.7470990917963,22.95,1.0,0.0,93.42
P069,26.858333333333334,10.6731794353538,24.683333333333334,1.0,0.25,92.25
P070,25.205555555555552,5.956282086696055,24.46666666666667,1.0,0.3333333333333333,91.03333333333335
P071,30.975,7.2296265463715335,28.408333333333335,0.75,0.5,94.95
P072,22.916666666666668,,22.916666666666668,1.0,2.0,86.2
P073,26.75,0.4949747468305853,26.75,1.0,0.0,88.0
P074,15.541666666666668,12.221162201507497,15.541666666666668,1.0,1.0,88.55000000000001
P075,14.583333333333332,3.252691193458119,14.583333333333332,1.0,0.0,89.9
P076,17.272222222222222,4.374462929997914,18.616666666666667,1.0,0.0,92.16666666666667
P077,33.59375,9.746549806722406,31.591666666666665,1.0,0.0,90.0625
P078,20.529166666666665,8.360877099504327,21.808333333333334,0.75,0.5,92.1125
P079,16.308333333333334,4.3722769303368185,16.308333333333334,1.0,0.0,76.55
P080,18.15833333333333,8.117579232295338,19.383333333333333,1.0,0.5,95.175
P081,27.87222222222222,16.508535951417958,23.966666666666665,0.6666666666666666,1.0,86.43333333333334
P082,34.49166666666667,31.006632355030106,34.49166666666667,1.0,0.0,88.1
P083,25.31,5.922574515266896,23.866666666666667,0.8,0.2,95.26
P084,22.98888888888889,7.32392325545891,23.825,1.0,0.0,94.33333333333333
P085,19.505555555555556,26.14071076423247,8.7,0.6666666666666666,0.6666666666666666,93.83333333333333
P086,22.572222222222223,4.5069185498314495,23.0,1.0,0.0,95.13333333333333
P087,27.541666666666668,12.174993345499741,25.108333333333334,1.0,0.5,87.7
P088,38.9,9.903576794942996,44.416666666666664,1.0,0.0,99.33333333333333
P089,32.24333333333333,12.656989724610225,32.46666666666667,1.0,0.0,93.14
P090,35.266666666666666,7.91959594928933,35.266666666666666,1.0,1.0,90.8
P091,34.65833333333333,14.35327585528049,30.525,0.8333333333333334,0.3333333333333333,90.10000000000001
P092,27.679166666666667,18.356013118119975,22.475,1.0,0.0,88.925
P093,20.46666666666667,17.253655007305294,25.166666666666668,1.0,0.0,97.0
P094,30.54375,21.176276291627975,29.34166666666667,0.875,0.375,89.425
P095,22.563333333333333,6.598825653099194,22.133333333333333,1.0,0.0,91.7
P096,28.84166666666667,14.041357563363386,33.68333333333333,1.0,0.0,88.4
P097,36.3,,36.3,1.0,0.0,97.7
P098,28.816666666666666,13.228900041057695,30.883333333333333,0.8571428571428571,0.5714285714285714,91.24285714285715
P099,27.848484848484848,9.406556385325239,26.35,0.8181818181818182,0.45454545454545453,88.60909090909091
P100,20.125,16.675934922982748,20.125,1.0,0.0,91.5
P101,33.69444444444445,15.210854433350962,28.8,1.0,0.6666666666666666,95.89999999999999
P102,24.6375,10.815200025302424,24.083333333333332,0.875,0.375,84.425
P103,24.990000000000002,16.65747496537882,28.65,1.0,0.4,88.78
P104,32.84166666666667,10.571246378738888,32.84166666666667,1.0,0.0,90.5
P105,34.62777777777777,11.567367093746158,32.1,1.0,0.0,87.3
P106,23.869444444444444,10.991610015859404,20.15833333333333,0.6666666666666666,1.5,91.81666666666666
P107,21.55,12.096372275282462,24.05,1.0,0.0,88.8
P108,19.683333333333334,,19.683333333333334,1.0,0.0,100.0
P109,30.233333333333334,16.874446492979985,24.1,0.6666666666666666,0.3333333333333333,86.63333333333333
P110,18.691666666666666,9.153247753909234,14.875,1.0,0.25,91.25
P111,20.733333333333334,,20.733333333333334,1.0,0.0,83.1
P112,34.06666666666666,13.765012007098125,34.06666666666666,1.0,0.0,95.4
P113,25.75,5.374011537017762,25.75,1.0,0.5,86.35
P114,26.70952380952381,15.086985000394092,20.733333333333334,1.0,0.2857142857142857,92.24285714285715
P115,27.01666666666667,18.10193359837562,27.01666666666667,1.0,0.0,98.1
P116,15.958333333333334,13.116830791010457,15.958333333333334,1.0,0.0,91.45
P117,18.545833333333334,5.081235906089516,17.491666666666667,1.0,0.0,88.2
P118,30.6625,4.949978956184223,28.95,0.75,0.5,89.1
P119,23.987499999999997,9.745952388707988,20.45,1.0,0.0,87.325
P120,74.26666666666667,,74.26666666666667,1.0,0.0,100.0
P121,21.980555555555554,7.324490248980295,20.65,0.8333333333333334,0.16666666666666666,94.0
P122,26.772222222222222,15.107414784849242,31.766666666666666,0.6666666666666666,1.0,93.89999999999999
P123,14.955555555555556,4.968800809197475,14.583333333333334,1.0,0.0,82.23333333333333
P124,21.361111111111114,1.032974848211241,20.85,1.0,0.0,89.83333333333333
P125,37.83333333333333,14.41236608944889,38.61666666666667,0.75,0.5,93.85
P126,33.18333333333333,,33.18333333333333,1.0,0.0,98.8
P127,18.233333333333334,,18.233333333333334,1.0,1.0,94.6
P128,22.022222222222222,14.560004833129033,22.116666666666667,1.0,0.0,88.81666666666666
P129,28.7,14.058296285270291,26.516666666666666,1.0,0.0,87.3
P130,18.224999999999998,9.460297152955727,15.433333333333334,0.875,0.625,89.125
P131,13.424999999999999,17.995867581197633,13.424999999999999,0.5,0.5,87.2
P132,25.84166666666667,7.232786077608299,22.891666666666666,1.0,0.0,86.64999999999999
P133,40.8625,13.861199342849893,38.03333333333333,1.0,0.0,85.8
P134,27.575,19.669353630005798,27.575,1.0,1.0,86.9
P135,27.125,21.960024708209804,23.96666666666667,0.75,0.5,89.875
P136,26.55,15.545211838733849,17.616666666666667,1.0,1.0,92.83333333333333
P137,29.79444444444444,11.437548623657015,26.458333333333336,1.0,0.0,92.21666666666665
P138,29.186666666666667,12.768953233004916,28.65,1.0,0.0,95.28
P139,13.758333333333333,6.163614109342738,13.758333333333333,1.0,0.0,71.7
P140,41.144444444444446,13.10853552856701,42.93333333333333,0.6666666666666666,0.6666666666666666,76.93333333333334
P141,7.133333333333334,,7.133333333333334,0.0,2.0,100.0
P142,17.925,9.192121223775967,15.533333333333335,0.75,1.25,88.525
P143,24.369444444444444,6.8116274500679,24.183333333333334,1.0,0.5,87.2
P144,24.666666666666668,19.16259377015544,24.666666666666668,1.0,0.0,94.7
P145,22.877777777777776,12.004979676660724,19.65,1.0,0.0,94.43333333333334
P146,26.666666666666664,18.07384927949157,24.966666666666665,0.8,0.2,92.26
P147,22.854166666666664,11.112615275171198,17.208333333333332,0.875,0.375,85.95
P148,32.40833333333333,15.209492128064328,26.53333333333333,1.0,0.0,92.4125
P149,21.025,10.709467082221469,21.09166666666667,1.0,0.5,88.975
P150,13.408333333333333,10.217692988145611,13.408333333333333,1.0,0.0,91.35
P151,37.03333333333333,18.34778218507924,38.266666666666666,1.0,0.0,97.46666666666665
P152,26.08095238095238,13.49080080459297,20.516666666666666,0.8571428571428571,0.42857142857142855,79.7
P153,19.226666666666667,6.5490202829634505,19.216666666666665,0.8,0.8,86.28
P154,34.43666666666667,9.018387081710097,33.266666666666666,1.0,0.4,93.82000000000001
P155,22.21111111111111,20.81073885886447,17.150000000000002,1.0,0.0,91.33333333333333
P156,30.733333333333334,,30.733333333333334,1.0,0.0,92.6
P157,29.900000000000002,20.952344516562835,30.266666666666666,1.0,0.0,89.125
P158,22.53809523809524,9.094685639333932,20.55,1.0,0.5714285714285714,86.11428571428571
P159,30.445833333333333,17.876761115005227,30.133333333333333,1.0,0.0,89.3
P160,22.891666666666666,2.1530985424112234,23.2,1.0,0.0,86.05
P161,13.455555555555556,4.571692287366942,12.166666666666666,1.0,0.0,91.76666666666667
P162,25.987499999999997,14.499817208298666,25.941666666666666,0.75,0.75,87.125
P163,23.816666666666666,,23.816666666666666,1.0,0.0,90.0
P164,21.16875,7.958450821870232,19.450000000000003,1.0,0.375,88.8125
P165,29.439999999999998,16.554709803154708,34.5,1.0,0.0,90.28
P166,41.916666666666664,,41.916666666666664,1.0,0.0,89.9
P167,34.07083333333333,18.918560233175683,36.358333333333334,1.0,0.0,98.4
P168,21.535714285714285,7.745897531689182,19.766666666666666,1.0,0.14285714285714285,89.42857142857143
P169,27.270833333333332,17.141061675706393,21.816666666666666,1.0,0.0,86.45
P170,33.39333333333333,13.36179878110229,32.56666666666666,1.0,0.1,88.44
P171,36.65,29.179457512790407,25.78333333333333,1.0,0.5,87.35
P172,23.293333333333333,16.603620756395944,18.983333333333334,0.8,0.4,92.1
P174,27.620833333333334,16.76585139944131,22.208333333333336,1.0,0.0,95.875
P175,27.016666666666666,9.61135324036689,25.75,0.6666666666666666,0.6666666666666666,87.95
P176,29.783333333333335,15.449901114390489,26.991666666666667,1.0,0.0,89.6
P177,26.770833333333336,17.945634850436058,19.433333333333334,1.0,0.5,87.15
P178,34.48888888888889,16.25997414694314,38.88333333333333,1.0,0.0,93.2
P179,29.37222222222222,17.44013835741924,22.683333333333334,1.0,0.0,90.53333333333335
P180,25.51111111111111,16.694505638638073,27.733333333333334,1.0,0.3333333333333333,90.21666666666665
P181,22.808333333333334,14.696035935660415,22.808333333333334,0.5,1.0,88.2
P182,27.15,,27.15,1.0,0.0,100.0
P183,32.045833333333334,11.275098546009353,35.791666666666664,1.0,0.0,87.7
P184,34.24166666666667,25.216317835583872,24.96666666666667,0.75,0.5,91.025
P185,16.31,6.6748241757950275,15.4,0.8,0.4,85.1
P186,34.843333333333334,18.07980226661785,34.11666666666667,0.8,0.6,87.2
P187,25.042857142857144,13.113644495626376,22.116666666666667,0.8571428571428571,0.42857142857142855,90.08571428571429
P188,30.75,13.902884059977813,33.375,1.0,0.0,85.475
P189,17.433333333333334,5.774705379690137,17.433333333333334,1.0,0.0,89.94999999999999
P190,18.91111111111111,21.770777644798528,9.416666666666666,1.0,0.3333333333333333,89.36666666666667
P191,41.85,27.584843865991175,42.18333333333333,0.6666666666666666,1.0,86.0
P192,46.13333333333333,,46.13333333333333,1.0,0.0,97.1
P193,24.90833333333333,13.34305791205466,27.84166666666667,1.0,0.16666666666666666,86.61666666666667
P194,27.762500000000003,14.271925140716732,29.266666666666666,1.0,0.0,94.425
P195,20.45,,20.45,1.0,0.0,100.0
P196,24.51388888888889,10.009314643352443,24.375,0.8333333333333334,0.3333333333333333,85.43333333333334
P197,28.78888888888889,20.593758043892095,23.7,1.0,0.0,86.76666666666667
P198,25.733333333333334,3.062723914716733,24.933333333333334,1.0,0.0,92.76666666666667
P199,35.395833333333336,19.224036723928798,33.375,0.75,0.5,90.6
P200,30.293333333333333,13.163605129294936,29.25,1.0,0.0,91.76
P201,29.744444444444444,13.592803106655236,36.06666666666666,1.0,0.0,91.38333333333333
P202,21.627777777777776,9.825085995288529,17.75,1.0,0.0,93.7
P203,12.4,,12.4,1.0,0.0,90.1
P204,26.197619047619046,11.574610738880759,28.533333333333335,0.8571428571428571,0.5714285714285714,92.05714285714285
P205,39.07333333333334,14.73053140777873,36.983333333333334,1.0,0.2,91.0
P206,32.09666666666667,13.589704027518609,26.266666666666666,0.8,0.6,85.47999999999999
P207,20.704761904761906,8.622900787404319,20.15,1.0,0.2857142857142857,87.28571428571429
P208,22.28333333333333,18.34435123470498,19.3,0.6666666666666666,0.6666666666666666,90.5
P209,31.71666666666667,12.29912673804602,32.483333333333334,1.0,1.0,85.225
P210,36.553333333333335,10.090413492243242,35.46666666666667,0.6,0.4,91.94
P211,21.419999999999998,10.152513372450084,22.3,0.8,0.4,91.03999999999999
P212,14.083333333333334,2.4748737341529163,14.083333333333334,1.0,0.0,91.65
P213,26.142857142857142,11.957505225461171,22.566666666666666,1.0,0.14285714285714285,89.75714285714285
P214,18.233333333333334,9.80521403245346,18.233333333333334,0.5,1.0,82.25
P215,26.8125,5.566422506764065,27.733333333333334,1.0,0.125,86.6375
P217,17.183333333333334,,17.183333333333334,1.0,1.0,94.8
P218,30.71388888888889,10.173906802680554,33.68333333333334,0.5,1.1666666666666667,88.56666666666666
P219,18.533333333333335,,18.533333333333335,1.0,0.0,96.6
P220,20.85,,20.85,1.0,0.0,97.8
P221,29.71333333333333,4.577289955129929,30.933333333333334,0.8,0.6,93.9
P222,22.943333333333335,13.768001011470469,24.583333333333332,1.0,0.3,90.76
P223,27.194444444444443,10.301125882370552,26.616666666666667,0.6666666666666666,1.0,88.94444444444444
P224,25.275000000000002,10.85650726523038,21.125,0.8333333333333334,1.0,96.86666666666667
P225,38.81333333333333,7.066483881283848,38.766666666666666,0.8,0.6,85.42
P226,13.973333333333333,7.298226573018345,13.15,1.0,0.4,90.92
P227,39.95,14.572114732521763,32.78333333333333,1.0,0.2,94.88
P228,41.170833333333334,14.773909529226778,41.016666666666666,1.0,0.0,89.35
P229,19.576666666666668,5.691606881091569,18.8,1.0,0.0,90.0
P230,25.606666666666666,12.472367234989692,24.85,1.0,0.4,91.16
P231,23.5375,10.031338790834845,20.299999999999997,1.0,0.25,87.7
P232,36.22222222222222,16.326336369781778,32.666666666666664,0.6666666666666666,0.3333333333333333,97.46666666666665
P233,29.502083333333335,12.891252840650802,29.558333333333334,0.75,1.0,88.125
P234,17.925,14.798007248224962,16.03333333333333,0.75,1.0,87.25
P235,32.775,16.35858875104836,32.63333333333333,0.75,0.25,86.80000000000001
P236,36.97222222222222,20.34055427337584,45.75,1.0,0.0,88.43333333333334
P237,15.891666666666666,8.11994287062552,15.891666666666666,1.0,2.0,82.5
P238,27.561111111111114,8.145965827282808,22.95,1.0,0.0,89.0
P239,20.84,10.048946876829104,18.7,1.0,0.6,90.84
P240,18.93,9.889377016666813,18.15,0.8,0.4,92.96000000000001
P241,34.88333333333333,2.2391714737574038,34.88333333333333,0.5,0.5,95.15
P242,37.0375,27.084201268144007,28.058333333333334,0.75,1.0,89.775
P243,21.691666666666666,10.65097674185591,21.116666666666667,0.8333333333333334,0.8333333333333334,87.78333333333335
P244,21.156666666666666,1.8495720225681018,20.25,0.8,0.6,87.96000000000001
P245,29.844444444444445,6.128492957157243,30.083333333333332,1.0,0.0,83.06666666666666
P246,28.241666666666667,3.9008724095457867,28.241666666666667,1.0,0.0,87.6
P247,25.900000000000002,17.02375790867966,27.266666666666666,0.6666666666666666,0.8333333333333334,89.85000000000001
P248,28.311111111111114,18.20357362147863,37.916666666666664,0.6666666666666666,1.0,87.36666666666667
P249,18.41111111111111,9.158486248849773,18.35,1.0,0.0,86.13333333333333
P250,23.616666666666664,17.52819950188204,23.9,1.0,0.16666666666666666,92.63333333333333
