ParticipantID,Employee_AvgDuration,Employee_StdDuration,Employee_MedianDuration,Employee_SuccessRate,Employee_AvgErrors,Employee_AvgReliability,Employee_AvgDistance,Employee_AvgTravelTime
P104,32.84166666666667,10.571246378738888,32.84166666666667,1.0,0.0,90.5,6.689448205503979,13.378896411007958
P105,34.62777777777777,11.567367093746158,32.1,1.0,0.0,87.3,4.453034188213482,12.698136213801812
P106,23.869444444444444,10.991610015859404,20.15833333333333,0.6666666666666666,1.5,91.81666666666666,4.0033559353155175,32.397025810817624
P107,21.55,12.096372275282462,24.05,1.0,0.0,88.8,4.853632832109973,17.579498059526188
P108,19.683333333333334,,19.683333333333334,1.0,0.0,100.0,6.3678377292065695,12.735675458413139
P109,30.233333333333334,16.874446492979985,24.1,0.6666666666666666,0.3333333333333333,86.63333333333333,4.603266664197503,13.809799992592511
P110,18.691666666666666,9.153247753909234,14.875,1.0,0.25,91.25,4.84580704882811,29.16072723800136
P111,20.733333333333334,,20.733333333333334,1.0,0.0,83.1,1.8064749353857628,10.322713916490072
P112,34.06666666666666,13.765012007098125,34.06666666666666,1.0,0.0,95.4,6.03419405609657,74.41701017147047
P113,25.75,5.374011537017762,25.75,1.0,0.5,86.35,6.404690376313745,15.435051398792236
P114,26.70952380952381,15.086985000394092,20.733333333333334,1.0,0.2857142857142857,92.24285714285715,5.040402588238206,21.32668911287462
P115,27.01666666666667,18.10193359837562,27.01666666666667,1.0,0.0,98.1,4.9036806236048545,16.47473017389207
P116,15.958333333333334,13.116830791010457,15.958333333333334,1.0,0.0,91.45,6.013157870758784,20.92839143858876
P117,18.545833333333334,5.081235906089516,17.491666666666667,1.0,0.0,88.2,5.882280219984115,61.04701680788741
P118,30.6625,4.949978956184223,28.95,0.75,0.5,89.1,6.431274183690407,29.7013980273571
P119,23.987499999999997,9.745952388707988,20.45,1.0,0.0,87.325,4.714810537525338,24.402339535210093
P120,74.26666666666667,,74.26666666666667,1.0,0.0,100.0,4.451247244634161,26.707483467804966
P121,21.980555555555554,7.324490248980295,20.65,0.8333333333333334,0.16666666666666666,94.0,5.280709408742113,16.345924772944024
P122,26.772222222222222,15.107414784849242,31.766666666666666,0.6666666666666666,1.0,93.89999999999999,5.477931878235402,49.538998809601964
P123,14.955555555555556,4.968800809197475,14.583333333333334,1.0,0.0,82.23333333333333,4.349432093727909,41.57883689632637
P124,21.361111111111114,1.032974848211241,20.85,1.0,0.0,89.83333333333333,6.610802505191592,17.676721951743698
P125,37.83333333333333,14.41236608944889,38.61666666666667,0.75,0.5,93.85,5.065850350991032,21.45153834979175
P126,33.18333333333333,,33.18333333333333,1.0,0.0,98.8,6.074669381133938,18.224008143401814
P127,18.233333333333334,,18.233333333333334,1.0,1.0,94.6,5.1149566881636,10.2299133763272
P128,22.022222222222222,14.560004833129033,22.116666666666667,1.0,0.0,88.81666666666666,4.87510996933186,30.925835635388868
P129,28.7,14.058296285270291,26.516666666666666,1.0,0.0,87.3,5.800755754598452,29.74632355387588
P130,18.224999999999998,9.460297152955727,15.433333333333334,0.875,0.625,89.125,4.868772958154107,31.029400350156195
P131,13.424999999999999,17.995867581197633,13.424999999999999,0.5,0.5,87.2,4.434614758682262,80.83864018210592
P132,25.84166666666667,7.232786077608299,22.891666666666666,1.0,0.0,86.64999999999999,4.2073889914906095,32.40478829246665
P133,40.8625,13.861199342849893,38.03333333333333,1.0,0.0,85.8,3.862630344754762,16.887813290566466
P134,27.575,19.669353630005798,27.575,1.0,1.0,86.9,4.89946648399918,40.31636525494021
P135,27.125,21.960024708209804,23.96666666666667,0.75,0.5,89.875,4.864302966920902,30.623909465953567
P136,26.55,15.545211838733849,17.616666666666667,1.0,1.0,92.83333333333333,5.498480398377122,17.263457213969115
P137,29.79444444444444,11.437548623657015,26.458333333333336,1.0,0.0,92.21666666666665,5.636900622160373,20.101811975972833
P138,29.186666666666667,12.768953233004916,28.65,1.0,0.0,95.28,6.001205521901704,19.904315593383497
P139,13.758333333333333,6.163614109342738,13.758333333333333,1.0,0.0,71.7,5.226460000902234,10.452920001804468
P140,41.144444444444446,13.10853552856701,42.93333333333333,0.6666666666666666,0.6666666666666666,76.93333333333334,6.103689907417422,25.037573960335987
P141,7.133333333333334,,7.133333333333334,0.0,2.0,100.0,5.604332924185136,44.83466339348109
P142,17.925,9.192121223775967,15.533333333333335,0.75,1.25,88.525,5.281351763580741,48.86172391344184
P143,24.369444444444444,6.8116274500679,24.183333333333334,1.0,0.5,87.2,4.706026093840047,20.556022985106132
P144,24.666666666666668,19.16259377015544,24.666666666666668,1.0,0.0,94.7,3.1492441331732755,12.008031547186828
P145,22.877777777777776,12.004979676660724,19.65,1.0,0.0,94.43333333333334,6.37520929614956,14.819652395677197
P146,26.666666666666664,18.07384927949157,24.966666666666665,0.8,0.2,92.26,4.190803830442708,18.087640764469693
P147,22.854166666666664,11.112615275171198,17.208333333333332,0.875,0.375,85.95,5.977729662419327,35.730718515584314
P148,32.40833333333333,15.209492128064328,26.53333333333333,1.0,0.0,92.4125,4.741284081203257,16.679293081777402
P149,21.025,10.709467082221469,21.09166666666667,1.0,0.5,88.975,5.432137076628957,58.758374765124444
P150,13.408333333333333,10.217692988145611,13.408333333333333,1.0,0.0,91.35,6.1053674475659285,46.21899333202106
P151,37.03333333333333,18.34778218507924,38.266666666666666,1.0,0.0,97.46666666666665,4.177274536831234,32.66573810132349
P152,26.08095238095238,13.49080080459297,20.516666666666666,0.8571428571428571,0.42857142857142855,79.7,4.710679088572663,26.437409535771575
P153,19.226666666666667,6.5490202829634505,19.216666666666665,0.8,0.8,86.28,5.597250507802602,29.714851175743963
P154,34.43666666666667,9.018387081710097,33.266666666666666,1.0,0.4,93.82000000000001,5.126978577634933,32.225856027601196
P155,22.21111111111111,20.81073885886447,17.150000000000002,1.0,0.0,91.33333333333333,4.9719687994952055,39.781623244599835
P156,30.733333333333334,,30.733333333333334,1.0,0.0,92.6,4.893236709625162,13.98067631321475
P157,29.900000000000002,20.952344516562835,30.266666666666666,1.0,0.0,89.125,3.415801792273542,20.52543342534741
P158,22.53809523809524,9.094685639333932,20.55,1.0,0.5714285714285714,86.11428571428571,4.4293732264690355,24.31049625384862
P159,30.445833333333333,17.876761115005227,30.133333333333333,1.0,0.0,89.3,5.092645082914755,32.96914776562896
P160,22.891666666666666,2.1530985424112234,23.2,1.0,0.0,86.05,4.6724140817140345,12.93272014513105
P161,13.455555555555556,4.571692287366942,12.166666666666666,1.0,0.0,91.76666666666667,5.8936649957471685,41.26054227868813
P162,25.987499999999997,14.499817208298666,25.941666666666666,0.75,0.75,87.125,5.9162292162631465,84.21837915688639
P163,23.816666666666666,,23.816666666666666,1.0,0.0,90.0,5.967353757314286,17.90206127194286
P164,21.16875,7.958450821870232,19.450000000000003,1.0,0.375,88.8125,4.949136176060978,21.622094358533637
P165,29.439999999999998,16.554709803154708,34.5,1.0,0.0,90.28,4.67346152020648,37.20673707859107
P166,41.916666666666664,,41.916666666666664,1.0,0.0,89.9,3.293120593362661,9.879361780087981
P167,34.07083333333333,18.918560233175683,36.358333333333334,1.0,0.0,98.4,4.88535823579681,14.59074563609735
P168,21.535714285714285,7.745897531689182,19.766666666666666,1.0,0.14285714285714285,89.42857142857143,5.3519671978453545,25.08949137969347
P169,27.270833333333332,17.141061675706393,21.816666666666666,1.0,0.0,86.45,3.7255111425166523,20.66384747158576
P170,33.39333333333333,13.36179878110229,32.56666666666666,1.0,0.1,88.44,4.976655619558648,30.493578810197242
P171,36.65,29.179457512790407,25.78333333333333,1.0,0.5,87.35,4.8539407348360175,20.462326372194504
P172,23.293333333333333,16.603620756395944,18.983333333333334,0.8,0.4,92.1,4.600968730957332,59.989765715622596
P174,27.620833333333334,16.76585139944131,22.208333333333336,1.0,0.0,95.875,5.152638433653657,17.078638210755113
P175,27.016666666666666,9.61135324036689,25.75,0.6666666666666666,0.6666666666666666,87.95,4.513906931745386,32.76547568791262
P176,29.783333333333335,15.449901114390489,26.991666666666667,1.0,0.0,89.6,2.959999907570565,10.595623431988201
P177,26.770833333333336,17.945634850436058,19.433333333333334,1.0,0.5,87.15,5.534231562385292,59.717103091479906
P178,34.48888888888889,16.25997414694314,38.88333333333333,1.0,0.0,93.2,5.139357017144663,24.698593942432296
P179,29.37222222222222,17.44013835741924,22.683333333333334,1.0,0.0,90.53333333333335,5.914885240470778,17.74465572141234
P180,25.51111111111111,16.694505638638073,27.733333333333334,1.0,0.3333333333333333,90.21666666666665,4.1245891757325195,39.067868294061505
P181,22.808333333333334,14.696035935660415,22.808333333333334,0.5,1.0,88.2,3.688963717968985,15.128046063261323
P182,27.15,,27.15,1.0,0.0,100.0,7.671672103295351,23.01501630988605
P183,32.045833333333334,11.275098546009353,35.791666666666664,1.0,0.0,87.7,4.417100774186812,12.590382603671538
P184,34.24166666666667,25.216317835583872,24.96666666666667,0.75,0.5,91.025,5.551139504049491,23.040667832260745
P185,16.31,6.6748241757950275,15.4,0.8,0.4,85.1,5.70310645559983,49.216310009921315
P186,34.843333333333334,18.07980226661785,34.11666666666667,0.8,0.6,87.2,4.971454254748079,17.284313127003394
P187,25.042857142857144,13.113644495626376,22.116666666666667,0.8571428571428571,0.42857142857142855,90.08571428571429,4.822994612621045,26.440079572098874
P188,30.75,13.902884059977813,33.375,1.0,0.0,85.475,3.6918973542008473,16.753147299193856
P189,17.433333333333334,5.774705379690137,17.433333333333334,1.0,0.0,89.94999999999999,7.798171378041641,53.55803497379558
P190,18.91111111111111,21.770777644798528,9.416666666666666,1.0,0.3333333333333333,89.36666666666667,5.666751711885323,74.47557623188926
P191,41.85,27.584843865991175,42.18333333333333,0.6666666666666666,1.0,86.0,5.592376943139354,18.941974661521087
P192,46.13333333333333,,46.13333333333333,1.0,0.0,97.1,3.7349432440032277,16.00689961715669
P193,24.90833333333333,13.34305791205466,27.84166666666667,1.0,0.16666666666666666,86.61666666666667,5.654852097707394,41.472715740082485
P194,27.762500000000003,14.271925140716732,29.266666666666666,1.0,0.0,94.425,3.5861668619848626,30.06991139273002
P195,20.45,,20.45,1.0,0.0,100.0,4.648669300068903,13.946007900206709
P196,24.51388888888889,10.009314643352443,24.375,0.8333333333333334,0.3333333333333333,85.43333333333334,3.3383552960811964,22.23877930931918
P197,28.78888888888889,20.593758043892095,23.7,1.0,0.0,86.76666666666667,5.473620637815899,17.219818131742297
P198,25.733333333333334,3.062723914716733,24.933333333333334,1.0,0.0,92.76666666666667,3.5712517785288465,23.191376653928288
P199,35.395833333333336,19.224036723928798,33.375,0.75,0.5,90.6,3.872415844187973,25.762770100326975
P200,30.293333333333333,13.163605129294936,29.25,1.0,0.0,91.76,5.263497140728954,15.148132445693642
P201,29.744444444444444,13.592803106655236,36.06666666666666,1.0,0.0,91.38333333333333,3.008991580825835,9.252089825322681
P202,21.627777777777776,9.825085995288529,17.75,1.0,0.0,93.7,3.431922800322343,65.91624602906428
P203,12.4,,12.4,1.0,0.0,90.1,8.424828238988388,101.09793886786065
P204,26.197619047619046,11.574610738880759,28.533333333333335,0.8571428571428571,0.5714285714285714,92.05714285714285,4.618676468749994,32.6589763040543
P205,39.07333333333334,14.73053140777873,36.983333333333334,1.0,0.2,91.0,3.4880135508075036,11.013564158261685
P206,32.09666666666667,13.589704027518609,26.266666666666666,0.8,0.6,85.47999999999999,5.704855670924541,43.306162833391454
P207,20.704761904761906,8.622900787404319,20.15,1.0,0.2857142857142857,87.28571428571429,4.412606032556015,23.07050774493297
P208,22.28333333333333,18.34435123470498,19.3,0.6666666666666666,0.6666666666666666,90.5,5.771476669875047,48.844786201281345
P209,31.71666666666667,12.29912673804602,32.483333333333334,1.0,1.0,85.225,4.840344775549003,18.028276580736946
P210,36.553333333333335,10.090413492243242,35.46666666666667,0.6,0.4,91.94,5.436929596284462,19.38027712800584
P211,21.419999999999998,10.152513372450084,22.3,0.8,0.4,91.03999999999999,6.345552202112909,43.92330352582905
P212,14.083333333333334,2.4748737341529163,14.083333333333334,1.0,0.0,91.65,5.173424819130841,13.479858850615644
P213,26.142857142857142,11.957505225461171,22.566666666666666,1.0,0.14285714285714285,89.75714285714285,5.395640345512754,25.67647916432117
P214,18.233333333333334,9.80521403245346,18.233333333333334,0.5,1.0,82.25,5.07203697737291,42.4637861861487
P215,26.8125,5.566422506764065,27.733333333333334,1.0,0.125,86.6375,3.9298510052804403,24.044938776542043
P217,17.183333333333334,,17.183333333333334,1.0,1.0,94.8,3.464069221487075,10.392207664461225
P218,30.71388888888889,10.173906802680554,33.68333333333334,0.5,1.1666666666666667,88.56666666666666,4.297029450897643,18.195665544952494
P219,18.533333333333335,,18.533333333333335,1.0,0.0,96.6,5.258549281733805,10.51709856346761
P220,20.85,,20.85,1.0,0.0,97.8,6.010048252104235,12.02009650420847
P221,29.71333333333333,4.577289955129929,30.933333333333334,0.8,0.6,93.9,4.312589890805706,16.292748754944963
P222,22.943333333333335,13.768001011470469,24.583333333333332,1.0,0.3,90.76,5.669650799543516,29.998207112900065
P223,27.194444444444443,10.301125882370552,26.616666666666667,0.6666666666666666,1.0,88.94444444444444,5.665874329055227,52.22258148550416
P224,25.275000000000002,10.85650726523038,21.125,0.8333333333333334,1.0,96.86666666666667,3.976812620881214,15.508162587980388
P225,38.81333333333333,7.066483881283848,38.766666666666666,0.8,0.6,85.42,5.143184096162811,17.32980623240667
P226,13.973333333333333,7.298226573018345,13.15,1.0,0.4,90.92,5.561766647807596,33.418683576514155
P227,39.95,14.572114732521763,32.78333333333333,1.0,0.2,94.88,4.942440428244685,13.828189244011437
P228,41.170833333333334,14.773909529226778,41.016666666666666,1.0,0.0,89.35,2.7848612064248988,14.665125057365405
P229,19.576666666666668,5.691606881091569,18.8,1.0,0.0,90.0,4.673637999446089,18.756244500050695
P230,25.606666666666666,12.472367234989692,24.85,1.0,0.4,91.16,4.8592382429397585,35.97027584123024
P231,23.5375,10.031338790834845,20.299999999999997,1.0,0.25,87.7,5.236978753711053,29.31377445782795
P232,36.22222222222222,16.326336369781778,32.666666666666664,0.6666666666666666,0.3333333333333333,97.46666666666665,6.608279376931125,24.917700487674676
P233,29.502083333333335,12.891252840650802,29.558333333333334,0.75,1.0,88.125,4.390597135055379,15.79630822525496
P234,17.925,14.798007248224962,16.03333333333333,0.75,1.0,87.25,5.471270083238247,58.50682891909156
P235,32.775,16.35858875104836,32.63333333333333,0.75,0.25,86.80000000000001,3.896187191870381,14.76148455179504
P236,36.97222222222222,20.34055427337584,45.75,1.0,0.0,88.43333333333334,5.203631352105261,18.32316201393036
P237,15.891666666666666,8.11994287062552,15.891666666666666,1.0,2.0,82.5,6.282497434430237,19.673842386267843
P238,27.561111111111114,8.145965827282808,22.95,1.0,0.0,89.0,4.592240968202389,11.806703380686647
P239,20.84,10.048946876829104,18.7,1.0,0.6,90.84,4.021445620477433,22.779270102284972
P240,18.93,9.889377016666813,18.15,0.8,0.4,92.96000000000001,5.086412021915608,30.500582225737297
P241,34.88333333333333,2.2391714737574038,34.88333333333333,0.5,0.5,95.15,3.6362650732502,14.158603349892028
P242,37.0375,27.084201268144007,28.058333333333334,0.75,1.0,89.775,5.340027172968106,36.61165273024899
P243,21.691666666666666,10.65097674185591,21.116666666666667,0.8333333333333334,0.8333333333333334,87.78333333333335,3.556517829231893,26.52508628930767
P244,21.156666666666666,1.8495720225681018,20.25,0.8,0.6,87.96000000000001,4.691269498845182,18.826061835629595
P245,29.844444444444445,6.128492957157243,30.083333333333332,1.0,0.0,83.06666666666666,6.394156642494006,24.535118940521226
P246,28.241666666666667,3.9008724095457867,28.241666666666667,1.0,0.0,87.6,3.8858568691128226,9.878971485265351
P247,25.900000000000002,17.02375790867966,27.266666666666666,0.6666666666666666,0.8333333333333334,89.85000000000001,5.269224651721109,43.47767292254799
P248,28.311111111111114,18.20357362147863,37.916666666666664,0.6666666666666666,1.0,87.36666666666667,4.414449240797148,13.112126389793358
P249,18.41111111111111,9.158486248849773,18.35,1.0,0.0,86.13333333333333,6.201338432946105,37.98220165313464
P250,23.616666666666664,17.52819950188204,23.9,1.0,0.16666666666666666,92.63333333333333,6.233996951415132,45.95502912050273
